titles,reviews
거인,거인 살아나다 하다 사람 이야기 어른 아이 경계 모습 일찍 책임감 무게 느끼다 아이 관객 느끼다 감정 무기 영화 보다 내내 무기 질질 끌리다 다니다 영화 주다 감정 그대로 따르다 다니다 더불다 아이 하다 행동 되다 올바르다 길이 아니다 당연하다 순서 로써 관계 되다 모든 사람 버리다 받다 안타깝다 아이 주인공 아니다 소용돌이 성장하다 모습 안타깝다 때문 아이 단지 하룻밤 따뜻하다 지내다 필요하다 보다 내내 아프다 영화 종반 영재 텅빈 성당 회개 하다 하다 회개 하다 아마 신발 훔치다 아니다 혹독하다 세상 태어나다 원죄 버티다 살아가다 모두 공감 하다 영화 아프다 크다 거인 되어다 세상 영재 책임지다 영민 하다 자라다 없다 환경 철저하다 독립 성장하다 육체 정신 가지다 연령 부조화 사회 진정하다 없다 같다 어리다 영재 인생 유일하다 워드 생존 사실 가슴 답답하다 비릿 하다 감당 하다 하다 현실 환멸 나다 성장 영화 생존 영화 상통 하다 느끼다 하다 영화 목요일
화려한 휴가,역사 중요성 하나 수준 낮다 구성 하다 하다 해주다 없다 예상 되다 대사 뇌절 하다 신파 중요하다 역사 신파 스토리 얹다 감정 조금 덜다 내다 좋다 영화 학교 다니다 영화 보여주다 역사 선생 원망하다 전반 스토리 연결 아쉽다 디워 보다 박수 이렇다 영화 극장 하다 하다 부끄럽다 이렇다 만들다 오히려 반감 생기다 신파 소재 하다 광주 민주화 운동 이용 영화 폭도 아니다
마리 퀴리,영화 그녀 모르다 같다 마리 퀴리 늘다 퀴리 부인 대한 전기 영화 세기 가장 위대하다 과학자 하나 마리 퀴리 어떻다 그릴 상당하다 궁금하다 영화 어떻다 다소 실망 스럽다 한편 신선하다 있다 퀴리 부부 만남 시작 하다 영화 이루다 내다 과학 성과 대해 이야기 피에르 퀴리 갑작스럽다 죽음 이후 찾아오다 마리 퀴리 암흑 대해 서도 이야기 여기 영화 아쉽다 부분 많다 우선 빠르다 편집 때문 연구 과정 가정 꾸리다 시간 생략 하다 버리다 느낌 강하다 이렇다 전개 영화 내내 계속 이뤄지다 계속 하다 이야기 급전 느낌 주지 한편 결과 성과 집중 느낌 주다 또한 때문 마리 퀴리 주변 인물 맺다 관계 자녀 관계 모호하다 그려지다 피에르 퀴리 관계도 급전 되다 하다 부분 로자 먼드 파이크 라일 리가 좋다 연기 호흡 보여주다 커버 되다 하다 다른 한편 위대하다 과학자 성과 미치다 영향 대해 영화 이야기 하다 방식 인상 이다 여성 과학자 로서 이민자 로서 겪다 고난 현대 사회 대한 시선 담기다 있다 무엇 방사성 물질 대한 퀴리 부부 연구 이후 세대 미치다 영향 대해 서도 영화 이야기 수많다 사람 살리다 기도 하다 수많다 사람 파멸 시키다 기도 하다 방사 능이 발견 마리 퀴리 과학 영향력 지금 지대 하다 지금 인류 방사성 물질 축복 받다 위협 벌벌 떨기 하다 마리 퀴리 본인 발견 인류 어떻다 영향 미치다 서서히 되다 아름답다 끔찍하다 딜레마 대해 고민 하다 영화 주제 대해 서도 비중 있다 다루다 영화 역사 바꾸다 선구자 이자 천재 성과 정신 기념 하다 남기다 숙제 대해 이야기 싶다 같다 그냥 영화 이다 괜찮다 전기영 흥미롭다 발견 누군가 독약 퍼지다 나가다 누군가 단순하다 돈벌이 되다 각자 위치 자신 소명 하다 방사 능이 야기 현재 진행형 수많다 사람 놀라다 하다 많다 사람 다치다 죽다 하다 많다 사람 살리다 있다 능력 있다 기회 못자다 사람 수두 어째서 능력 없다 기회 붙들다 사람 있다 도저히 이해 하다 없다 각색 어줍다 정치 메시지 한심하다 마리 퀴리 하다 담기다 하다 욕심 폴란드 출신 과학자 마리 로자 먼드 파이크 늘다 뛰어나다 재능 연구 실적 불구 여성 과학 연구 하다 재능 없다 프랑스 과학계 뿌리 깊다 차별 인하다 연구실 쫓겨나다 평소 그녀 연구 여기다 보다 피에르 라일 늘다 공동 연구 제안 실험실 사람 자연 사랑 키우다 나가다 고생 새롭다 원소 라듐 발견 하다 성공하다 마리 피에르 공동 노벨상 수상하다 치료 다양하다 측면 공헌 하다 있다 기대 부풀다 피에르 갑작스럽다 죽다 연구 결과 로부터 상치 부작용 발견 하다 그녀 삶다 새롭다 단계 들어서다 역사 인물 생애 담다 전기 영화 여러 형식 취한 탄생 죽음 이르다 대순 이야기 펼치다 기도 하다 특정 사건 중심 내용 풀다 기도 하다 시간 순서 뒤죽박죽 섞다 하다 모든 전기 영화 하다 인물 인생 결코 시간 가량 러닝 타임 모두 담다 없다 공통 전제 위치 하다 하다 가지 주제 아래 여러 사건 파편 이다 붙이다 새롭다 모자이크 만들기 선택 집중 전기 영화 어떻다 방식 취하 가장 중요하다 미덕 이다 라듐 폴로늄 발견 하다 노벨물리학상 타고 금속 라듐 분리 공로 노벨화학상 수상한 최초 여성 과학자 일대기 다루다 마리 퀴리 가다 놓치다 대목 하다 전체 마리 퀴리 가다 본래 강조 하다 의도 소재 마리 퀴리 개인 인생 자체 그녀 업적 방사 물질 발견 하다 있다 영화 원래 제목 방사선 보더 이다 명백하다 영화 그녀 인생 가장 중요하다 사건 연구 교수 임용 노벨상 수상 남편 피에르 로맨스 사별 라듐 발견 실험 간접 연관 되다 형태 시한 또한 초반 실험 과정 물질 지니다 기능 가능성 대한 설명 비교 자세하다 등장 하다 하다 영화 방사 물질 발견 활용 과연 인간 좋다 방향 이끌다 대해 의문 던지다 고민 하다 이러하다 주제 의식 마리 인생 시공간 관련 없다 장면 삽입 되다 대목 명백하다 드러나다 방사 긍정 측면 부정 측면 미국 하다 병원 방사 이용 의료 기계 처음 불치 환자 사용 되다 순간 원자 폭탄 실험 실제 폭격 당하다 히로시마 체르노빌 사고 대한 묘사 나뉘다 등장 하다 연구 진척 되다 자신 연구 결과 악용 되다 보다 두렵다 마리 내적 고민 장면 교차 되다 결과 그녀 아니다 인류 전체 뜨다 하다 과학 기술 활용 하다 책임 부담 무게 충분하다 부각 되다 이다 임종 앞두다 마리 히로시마 피폭 당하다 괴롭다 환자 가득하다 병동 참상 목격 하다 던지다 생기다 물결 통제 하다 없다 피에르 위로 비록 그녀 충분하다 않다 모르다 관객 최선 마무리 다가가다 있다 이유 문제 국적 염문 젠더 문제 마리 퀴리 개인 사오다 관련 되다 모든 사건 어떻다 하다 다루다 하다 결과 영화 주제가 혼란 스럽다 마리 퀴리 인생 극적 요소 많다 부정 하다 없다 그녀 폴란드 출신 이유 배척 당하다 와중 자신 발견 원소 이름 폴로늄 붙이다 만큼 애국심 깊다 남편 사별 아이 키우다 세계 역학 다시 한번 노벨상 받다 만큼 열정 이다 직접 전쟁 나가다 부상 치료 하다 정도 차다 그녀 호기심 헌신 인류 증진 시키다 크게 기여 하다 하다 인간 마리 퀴리 조명 하다 시도 일정 부분 깊이 해주다 사실 영화 여성 당시 끊다 않다 과학계 성차별 맞서다 하다 그녀 상황 남편 피에르 관계 후반 아이린 관계 녹이다 마리 하다 인간 현실 문제 이해 하다 도움 주다 피에르 만남 연애 협업 이르다 동등 파트너 하다 그녀 당당하다 노력 세상 외면 받다 장면 현실 한계 좌절 하다 하다 인간 보여주다 반면 과학자 꿈꾸다 자신 철학 고뇌 갈등 공유 하다 동시 서로 위로 하다 대화 나누다 전쟁 부상 치료 하다 장면 현실 바꾸다 있다 지속 여성 연대 갖다 형상 화하다 결과 그녀 연구 교수 임용 허가 하다 않다 소르본 대학교 결정 당당하다 문제 제기 하다 여자 이유 노벨상 수상 하다 하다 뻔하다 사건 이기다 장면 분명 나름 카타르 시스 존재 하다 인간 마리 퀴리 다양하다 면모 균형 잡히다 비중 다루어지다 않다 보다 이러하다 카타르 시스 바랜다 영화 전반 부와 후반 부로 나누다 주요 소재 방사 연구 결과 대한 고민 양쪽 걸치다 적절하다 분배 되어다 있다 피에르 죽음 이후 그녀 둘러싸다 추문 여성 마리 다루다 내용 후반 집중 되어다 있다 그렇다 보다 피에르 관계 못지않다 중요하다 다루어지다 하다 그녀 관계 관계 담기다 메시지 무게 의미 비다 깊다 다루어지다 않다 스토리 전개 되다 영화 마리 퀴리 변화 밀도 높다 보여주다 그녀 주목 받다 있다 사건 나열하다 그치다 결과 스토리 연속성 주제 일관 성은 파괴 되다 결말 느껴지다 하다 감흥 또한 오다 전해지다 않다 번역 되다 제목 원제 전혀 관계 없다 마리 퀴리 정해진 역시 진중하다 주제 의식 희미하다 그녀 다양하다 에피소드 나열하다 평범하다 전기영 화가 되어다 버리다 결과 방증 있다 개봉 스티븐 스필버그 감독 링컨 미국 대다 대통령 에이브 러햄 링컨 남북전쟁 도중 노예제 폐지 하다 내용 수정 헌법 조르다 통과 시키다 위해 노력 하다 모습 담다 있다 작품 미국 가장 존경 받다 대통령 수많다 낙선 정치 실패 겪다 하나 되다 미국 남기다 끝내 암살 링컨 다사 다난하다 인생 적절하다 묘사 수작 평가 받다 개인 노예제 폐지 하다 하다 생각 하다 정치 자신 신념 굽히다 알다 하다 정치인 링컨 모습 백악관 입성 비극 가족사 인하다 슬프다 인간 링컨 모습 모두 성공 조명 이처럼 선택 집중 미덕 선보이다 링컨 비교 하다 마리 퀴리 한계 더욱 분명해지다 링컨 인물 역사 중요성 인생 담기다 극적 요소 마리 퀴리 그것 부족하다 없다 고려 하다 더욱 그렇다 링컨 보여주다 집약 구성 수많다 이야기 하다 싶다 과욕 버리다 마리 퀴리 필요하다 덕목 이기 때문 마리 퀴리 늘다 소소하다 흥미롭다 소재 놓치다 하다 영화 전체 분위기 메시지 정교하다 가다듬다 아쉬움 남기다 린다 형편 없다 준비 내용 막판 급하다 쏟아내다 프레 테이 리뷰 전문 보기 빈약하다 재료 화려하다 포장 하다 능력 다큐멘터리 보다 전개 개념 직관 느껴지다 연출 영화 원제 가다 아니다 그녀 인생 사이 들어가다 방사 비극 영광
그림형제 : 마르바덴 숲의 전설,기괴하다 매혹 비쥬 걸작 되다 요소 있다 어디 미끄러지다 쭈우욱 신화 이야기 구전 되다 과정 히스 레저 귀엽다 어째 테리 길리엄 한계 소재 자체 한계 테리 길리엄 역시 어수선하다 만들다 좋다 히스 레저 귀엽다 유랑 오타쿠 연기
바람 피기 좋은 날,확실하다 밀고 나가다 애매모호하다 맹랑 소재 꺼내다 들다 파격 치명 정작 보여주다 없다 강정 같다 하다 괜찮다 배우 조합 쿨하다 세태 보여주다 하다 꺼내다 불륜 공감 지기 관능 저급하다 영화 어울리다 보이다 소재 수준 떠나다 연출 스토리텔링 마저 물음표 생겨나다 얼토당토않다 영화 버리다 좀더 가다 좋다 유치 찬란하다 빛나다 김혜수 맞다 바람 대하 잖다 코미디
컨페션,어리다 가능성 무한 하다 모든 보여주다 일부
버스데이 걸,생각 재미있다 영국 호구 대책 없다 대한 존중 이르다 실천 싶다 하다 니콜 키드 멀다 표정
승리호,한국 최초 영화 한국 최초 우주 영화 타이틀 많다 사람 관심 받다 승리 가다 넷플릭스 통해 공개 되어다 이전 보이다 스틸 포스터 하다 무언가 망작 같다 느낌 걱정 되어다 진짜 헛된 걱정 이다 생각 하다 좋다 퀄리티 영화 나오다 같다 상당하다 기분 좋다 재밌다 영화 보다 대한 기쁨 있다 개인 한국 영화 발전 도르다 있다 가장 크다 기쁘다 아무렇다 정보 영화 보다 할리우드 제작 되다 평범하다 우주 영화 뒤지다 않다 그렇다 퀄리티 보이다 생각 하다 부분 어색하다 없다 세계관 대한 표현 설명 상당하다 괜찮다 웹툰 원작 하다 보다 스토리 대한 고민 비주 부분 새롭다 창조 기존 어떻다 보여주다 조금 집중 하다 있다 좋다 퀄리티 나오다 있다 작다 예상 해보다 디테일 부분 단점 하다 하다 부분 있다 있다 영화 보다 크게 거슬리다 부분 아니다 때문 지적 싶다 정도 아니다 그렇다 시선 보다 넷플릭스 공개 되다 여타 다른 영화 마찬가지 극장 개봉 하다 아쉽다 영화 이다 코로나 인하다 넷플릭스 이용 많아지다 오히려 극장 개봉 하다 아쉽다 느껴지다 극장 필요성 역설 보여주다 모습 이다 승리 표현 되다 우주 대한 표현 포함 사운드 부분 상당하다 많다 들이다 느껴지다 이전 말씀드리다 있다 영화 예산 대부분 인건비 나가다 인건비 출처 자다 있다 영화 엔딩크레딧 이다 엔딩크레딧 살펴보다 특정 파트 사람 많다 보다 파트 써다 단박 있다 그렇다 관점 영화 엔딩크레딧 살펴보다 오다 사운드 이펙트 상당하다 많다 인력 사용 되어다 이렇다 투자 결과물 영화 확인 해보다 있다 영화 보다 크게 거슬리다 없다 그렇다 이상은 성공하다 있다 극장 크다 스크린 멀리 보다 아니다 비교 가깝다 거리 화면 바라보다 이기 디테일 부분 티나 부분 있다 자다 보이다 있다 비교 자다 넘어가다 생각 듭니 다만 일부 관객 영화 신파 지적 하다 있다 생각 되다 사실 정도 신파 할리우드 영화 쓰이다 인간미 느껴지다 않다 우주 세계 인간 초적 감정 자극 하다 경우 많다 이렇다 대비 통해 영화 메시지 표현 하다 지구 대한 애정 사람 간의 연대 대해 이야기 하다 그렇다 때문 영화 보여주다 대부분 요소 마음 들다 사실 러닝 타임 시간 넘어서다 조금 지루하다 않다 생각 하다 영화 중반 이야기 전개 위해 조금 늘어지다 부분 존재 하다 개인 부분 자다 넘어가다 이야기 싶다 중소 배급 사임 많다 자본 좋다 퀄리티 있다 바로 소유자 카카오 않다 싶다 이전 스위트 리뷰 말씀드리다 네이버 카카오 자사 웹툰 이용 미디어 콘텐츠 제작 쓰다 있다 그렇다 과정 승리 또한 카카오 페이지 지원 통해 영화 화가 이뤄지다 개인 이렇다 방식 상당하다 긍정 보이다 지다 이전 웹툰 원작 하다 미디어 콘텐츠 달리 네이버 카카오 직접 나선 작품 나름 좋다 퀄리티 나오다 느낌 듭니 이다 회사 웹툰 작가 영화 제작사 조율 하다 있다 있다 겁니다 거기 할리우드 아이디어 고갈 많다 고충 겪다 있다 마당 회사 영화계 새롭다 바람 불러일으키다 생각 듭니 메시지 관점 괜찮다 모습 이다 영화 하다 나쁘다 사람과 좋다 사람 대한 정의 현실 자다 반영 있다 생각 들다 관련 되다 이야기 스포일러 리뷰 통해 이야기 나누다 있다 하다 재미 있다 기대 한국 최초 우주 영화 기대 크다 영화 이다 예상 크다 재미 주어 상당하다 만족스럽다 아마 여러분 보다 기대 이상 재밌다 영화 않다 하다 생각 듭니 내용 원작 웹툰 작사 표현 있다 카카오 재중 웹툰 승리 오다 세계관 공유 하다 프리퀄 개념 웹툰 이다 따라서 승리 원작 보기 어렵다 다만 카카오 페이지 영화 제작 참여 맞다 카카오 해당 이용 하다 다른 콘텐츠 제작 하다 예정 하다 좋다 개살구 화려하다 따라가다 진부하다 스토리 넷플릭스 통해 공개 되다 한국 대작 승리 보다 확실하다 때깔 좋다 알맹이 좋다 개살구 이다 특수 효과 좋다 스토리 진부하다 도입 부랑 마지막 액션 연출 빼다 딱하다 기억 남다 없다 오락 영화 기대하다 기대 충족 시키다 부족 이다 국내 대작 시도 좋다 뼈대 되다 스토리 부분 약하다 캐릭터 자기 튀다 경향 강하다 어우러지다 않다 악당 지구 하다 한국판 가디언즈 오브 갤럭시 가다 진지하다 하다 없다 자연재해 막다 아마겟돈 가다 한가지 노선 하다 어떠하다 싶다 영화 제목 승리 승리 호의 탄생 대해 서다 사연 없다 하다 태호 사연 대해 구구절 절하 회상씬 써다 설명 하다 다른 캐릭터 사실 있다 마나 캐릭터 설명 지나 가버리다 영화 보다 이입 하다 감정 성적 설득 안되다 국내 기술 만들다 특수 효과 늘다 지금 한국영 화가 도전 하다 하다 장르 도전 하다 있다 자다 뽑다 내다 생각 하다 이렇다 기술 있다 많다 시행착오 거치 스토리 괜찮다 국산 영화 않다 나오다 기대 해보다 캐릭터 영화 세계관 소개 되다 막다 매우 즐겁다 가다 설명 차지 하다 비중 줄어들다 않다 전체 페이스 점점 늘어지다 아쉽다 마지막 악역 보여주다 언행 인과 자다 이해 되다 않다 점도 별로 이다 사실 공식 가져오다 쓴다 문제 되다 아니다 어디 공식 뭔갈 더하다 최소한 여러 작품 요소 빌리다 오다 서로 충돌 하다 사이 정도 윤활 역할 해주다 서브 플롯 있다 전제 그렇다 결말 가까워지다 의아 하다 각본 연출 결정 많아지다 그렇다 불구 가디언즈 오브 갤럭시 카우보이 비밥 생각나다 나름 개성 있다 세계관 영화 무너지다 막다 주다 코로나 가다 아니다 극장 걸리다 시각 화려하다 영화 크다 강점 되어다 모르다 일이 안전하다 택하 한국 우주 영화 가능성 열다 주다 처가 되다 하나 포인트 있다 지구 행성 황폐 하다 설리반 리처드 아미 이끌다 거대 기업 지구 주변 궤도 인류 보금자리 가다 만들어지다 그간 지구 쏘다 올리다 인공위성 잔해 위협 하다 몇몇 지구 궤도 뜨다 쓰레기 처리 하다 우주 청소부 자처 하다 조종사 태호 송중기 우주 해적 이끌다 선장 김태리 마약상 두목 이다 타이거 진선규 피부 이식 수술 받다 원하다 로봇 둥이 유해진 늘다 승리 우주선 타고 우주 쓰레기 처리 하다 그렇다 사고 파괴 되다 우주선 실종 되다 인간 폭탄 로봇 도로시 발견 하다 도로시 노리다 세력 검다 여우 가다 있다 되다 도로시 거액 거래 하다 하다 도로시 노리다 다른 세력 존재 거대하다 사건 말리다 늑대소년 탐정 홍길동 사라지다 마을 조성 희다 감독 연출 맡다 영화 전체 방향성 조성 희다 감독 전작 유사하다 충분하다 성숙하다 성인 남성 어리다 소녀 사람 전체 서사 주축 되다 주변 인물 앙상블 사람 말리다 어떻다 사건 전개 되다 주인공 나이 유사하다 늑대소년 정도 제외 하다 단편 남매 부터 승리 조성 희다 영화 대체로 이렇다 설정 출발 하다 단지 영화 택하 장르 다르다 그간 조성 희다 미스터리 기반 하다 재난 남매 짐승 늑대인간 로맨스 늑대소년 탐정물 탐정 홍길동 들어오다 승리 여기 크게 벗어나다 않다 아니다 승리 늘다 조성 희다 앞서다 영화 더욱 착실하다 장르 클리셰 쫓아가다 오다 같다 우주 거주지 등장 하다 엘리시움 작품 우주 해적 등장 하다 가디언즈 오브 갤럭시 시리즈 모든 언어 통역 하다 통역 인간 유사하다 행동 감정 지니다 안드로이드 등등 영화 그러하다 클리셰 짜다 맞추다 다소 부실하다 캐릭터 배우 퍼포먼스 때우다 선장 설리반 신파 비판 받다 다른 한국 텐트 영화 비다 신파 요소 강하다 생각 하다 않다 부산 장면 배경 모두 하얗다 날다 버리다 장면 기시감 거부 들다 그렇다 영화 나름 재밌다 보다 승리 영화 제작 소식 들다 기대하다 부분 정도 충족 시키다 때문 개인 김태리 배우 적당하다 괜찮다 비주 선사 하다 킬링타임 영화 관대하다 때문 일지 모르다 아니다 아마 때문 이겠다 어떻다 지점 승리 보다 경험 반도 관람 하다 떠올리다 하다 영화 모두 한국영 최초 어떻다 장르 표방 하다 맞다 비주 선보이다 그러하다 승리 가다 한국영 최초 블록버스터 우주 영화 라면 반도 늘다 블록버스터 포스트 아포칼립스 승리 광화문 이순신 장군 동상 반도 목교 홈플러스 건물 같다 단순하다 한국 배경 하다 폐허 한국어 사용 하다 인물 등장 하다 오다 반갑다 아니다 도리어 영화 영화 국적 드러내다 위해 선택 디테일 오다 길티 레저 있다 좀비 가득 풀다 투기 지금 우리 헤어지다 하다 시간 흘러나오다 들다 우주 우주 해적 서다 치다 그렇다 순간 어처구니없다 도리어 즐거움 다가오다 달다 분야 가장 훌륭하다 영화 기묘하다 가족 이르다 생각 하다 승리 또한 대열 집어넣다 흥미롭다 같다 생각 들다 생각 해보다 모든 언어 통역 가능하다 통역 있다 세계 굳이 자신 숨다 음성 변조 거치다 스페인어 대화 하다 태호 모습 우스꽝스럽다 재밌다 승리 만들다 새다 반도 보다 낫다 승리 늘다 그간 한국 텐트 영화 해오다 우주 배경 호들갑 답습 하다 영화 다만 쓸데없다 로맨스 제거 인종 비롯 다양성 추가 배경 우주 옮기다 승리 늘다 코로나 이전 쏟아지다 나오다 온갖 상황 신파 플래시백 슬로모션 남발 하다 대다 그렇다 유의 영화 아니다 조성 희다 감독 전작 다기 평범하다 탐정 홍길동 시대 배경 도저히 분간 하다 없다 마을 모습 늑대인간 시작 하다 버튼 가위손 처럼 마무리 되다 늑대소년 폭력 상황 제공 하다 불쾌감 피다 기묘하다 몰입 승리 없다 대신 기술 스타 배우 업다 매끄럽다 만들어지다 영화 주다 맥주 하다 비우다 보기 좋다 있다 오직 모든 캐릭터 대사 살다 사람 같다 않다 플롯 종속 되다 도구 같다 장면 연결 매끄럽다 급하다 러닝 타임 길다 캐릭터 정서 공감 느끼다 시간 적다 마지막 하이라이트 정서 설득 부족 청소 끼리 에피소드 있다 좋다 우주 청소 서다 청소 비슷하다 하다 장면 한번 오직 넷플 수준 극장 걸리다 큰일 나다 영화 줄평 영상 포함
다음 소희,다음 소희 당신 되다 센티 지다 들다 거기 메다 늘다 센티 주다 모든 세상 센티 메다 살아가다 지경 되어다 버리다 걸다 영화 지독하다 자신 목표 달성 메다 어른 착취 되다 제대로 보호 되다 하다 소희 친구 통해 명란 같다 사회 현실 자다 보여주다 최근 보다 독립영화 희수 상업 버젼 느껴지다 영화 늘다 소희 이야기 진행 되다 이후 배두나 후반 부르다 마무리 하다 형식 사실 배두나 나오다 독립영화 정도 관심 가지다 수도 보다 약간 파국 몰다 붙이다 느낌 없다 않다 현실 최악 최전선 현장 몰리다 어간 대다 친구 뉴스 떠올리다 보다 딱하다 파국 전개도 아니다 같다 배두나 비밀 피해자 위로 철저하다 피해자 공감 싸우다 형사 이미지 인상 깊다 여기다 그렇다 느낌 나오다 스핀오프 보다 기분 들다 예전 어떻다 사고 부당하다 일로 젊다 친구 지다 버리다 어른 미안하다 쪽지 뉴스 통해 보다 하다 그렇다 하다 나이 되다 건가 소희 해주다 어른 하다 미안하다 세상 해방 이다 학생 노동자 죽음 죽음 누칼협 이름 방기 되다 현실 다음 소희 늘다 되다 수도 당신 되다 수도 있다 기다 주도 비다 배두나 시선 진행 되다 부가 다소 지루하다 현실 없어지다 영화 만들다 새다 단연 훌륭하다 가열 차다 꽂다 노력 부족하다 고합 묶다 정교하다 자르다 없다 하다 빈틈 틀어막다 원래 들다 하다 숨막히다 일상 덕분 끊어지다 그게 언제 알아차리다 하다 같다 세상 원래 그렇다 가다 아니다 원래 되다 잖다 스럽다 청춘 외면 하다 어른 세상 보내다 외침 모두 들리다 기르다 제발 하다 있다 바르다 영화 모두 보다 하다 영화 영화 크레딧 올라가다 제목 대한 무게 묵직하다 다가오다 영화 보다 영화 누구 보여주다 세상 조금 바뀌다 생각 해봤다 학교 선생님 회사 대표 교육청 가장 있다 사람 누구 앉히다 놓다 그냥 보고 흘리다 넘다 같다 무섭다 특정 인물 기관 아니다 모두 보다 야하다 한번 보다 좋다 영화 보다 동안 하다 아이 죽음 생각나다 많다 사고 사건 일어나고 대한 고발 많다 변하다 없다 생각 들다 다시 돌아오다 정주리 감독 배두나 날카롭다 시선 정주리 감독 배두나 다시금 도희야 이후 만나다 만들다 신작 작년 크다 호평 받다 역시 수작 배두나 김시 신인 인상 주인공 연기 좋다 배두나 자다 어울리다 호흡 모습 좋다 정주리 감독 연출 역시 깔끔하다 여운 메세지 좋다 시대 상황 청년 실업 자다 꼬집다 제작 이다 우리 청년 자신 잘못 아니다 사회 구조 문제 문제 되어다 시대 주요한 역할 하다 청년 앞길 암담하다 만들다 실상 보여주다 답답하다 느낌 들다 감정 불다 일으키다 수작 추하다
발레리나,화려하다 염색 되다 상미 맞다 않다 빈약하다 텅빈 액션 드라마 감정 클레멘타인 작품 보다 원하다 세계관 최강 자의 액션 빛나다 인물 서사 느슨하다 보이 액션 자다 스크린 보다 뮤비 영화 같다 칭찬 받다 영화 뮤비 같다 칭찬 받다 기이하다 평가 잔혹하다 강렬하다 날렵하다 액션 신들 스타일리시 상미 연출 색감 촬영 올해 넷플릭스 공개 영화 발레리나 늘다 몸값 연출 이충현 감독 작품 이다 이충현 감독 연인 관계 전종 배우 단독 주연 복수 액션 영화 이다 줄거리 간단하다 친구 죽다 친구 죽다 만들다 찾아가다 죽이다 이렇다 전형 복수 이다 사실 전개도 단순하다 옥주 전종 늘다 친구 민희 박유림 가다 남기다 단서 하나 가지 복수 대상 쉬다 찾아가다 대상 주인공 쉬다 제압 당하다 많다 강렬하다 액션 있다 들다 허무하다 당하다 느낌 크다 단점 보이다 영화 대신 잔혹하다 강렬하다 날렵하다 액션 신들 스타일리시 상미 연출 색감 촬영 선보이다 단점 만회 하다 성공하다 리뷰 전문 보기
